Date Time,Site,variable,mean
6/26/23 18:00,ASHC,Temperature,22.356475
6/26/23 19:00,ASHC,Actual Conductivity,38574.64167
6/26/23 19:00,ASHC,Salinity,26.28085
6/26/23 19:00,ASHC,Resistivity,25.923785
6/26/23 19:00,ASHC,Total Dissolved Solids,26.36839
6/26/23 19:00,ASHC,RDO Concentration,8.985650333
6/26/23 19:00,ASHC,RDO Saturation,121.4910833
6/26/23 19:00,ASHC,Oxygen Partial Pressure,168.3184167
6/26/23 19:00,ASHC,Chlorophyll-a Fluorescence,2.230490167
6/26/23 19:00,ASHC,pH,8.037560667
6/26/23 19:00,ASHC,pH mV,-59.78942
6/26/23 19:00,ASHC,Temperature,22.42895
6/26/23 20:00,ASHC,Actual Conductivity,38605.07
6/26/23 20:00,ASHC,Salinity,26.25112
6/26/23 20:00,ASHC,Resistivity,25.903335
6/26/23 20:00,ASHC,Total Dissolved Solids,26.33934833
6/26/23 20:00,ASHC,RDO Concentration,8.444103
6/26/23 20:00,ASHC,RDO Saturation,114.3398167
6/26/23 20:00,ASHC,Oxygen Partial Pressure,158.3861667
6/26/23 20:00,ASHC,Chlorophyll-a Fluorescence,1.790886833
6/26/23 20:00,ASHC,pH,7.97058
6/26/23 20:00,ASHC,pH mV,-55.87856
6/26/23 20:00,ASHC,Temperature,22.5232
6/26/23 21:00,ASHC,Actual Conductivity,38577.33667
6/26/23 21:00,ASHC,Salinity,26.01340667
6/26/23 21:00,ASHC,Resistivity,25.92200333
6/26/23 21:00,ASHC,Total Dissolved Solids,26.11579
6/26/23 21:00,ASHC,RDO Concentration,7.893854
6/26/23 21:00,ASHC,RDO Saturation,107.4927667
6/26/23 21:00,ASHC,Oxygen Partial Pressure,148.80185
6/26/23 21:00,ASHC,Chlorophyll-a Fluorescence,1.496565
6/26/23 21:00,ASHC,pH,7.896851333
6/26/23 21:00,ASHC,pH mV,-51.62080167
6/26/23 21:00,ASHC,Temperature,22.91492667
6/26/23 22:00,ASHC,Actual Conductivity,38169.26167
6/26/23 22:00,ASHC,Salinity,25.37149833
6/26/23 22:00,ASHC,Resistivity,26.19954667
6/26/23 22:00,ASHC,Total Dissolved Solids,25.52183
6/26/23 22:00,ASHC,RDO Concentration,7.388365333
6/26/23 22:00,ASHC,RDO Saturation,101.364285
6/26/23 22:00,ASHC,Oxygen Partial Pressure,140.1640833
6/26/23 22:00,ASHC,Chlorophyll-a Fluorescence,1.172396333
6/26/23 22:00,ASHC,pH,7.832114
6/26/23 22:00,ASHC,pH mV,-47.91895667
6/26/23 22:00,ASHC,Temperature,23.540755
6/26/23 23:00,ASHC,Actual Conductivity,37460.28833
6/26/23 23:00,ASHC,Salinity,24.73710167
6/26/23 23:00,ASHC,Resistivity,26.696675
6/26/23 23:00,ASHC,Total Dissolved Solids,24.94172333
6/26/23 23:00,ASHC,RDO Concentration,6.281799333
6/26/23 23:00,ASHC,RDO Saturation,86.20651
6/26/23 23:00,ASHC,Oxygen Partial Pressure,119.1575833
6/26/23 23:00,ASHC,Chlorophyll-a Fluorescence,0.79537095
6/26/23 23:00,ASHC,pH,7.700373167
6/26/23 23:00,ASHC,pH mV,-40.193
6/26/23 23:00,ASHC,Temperature,23.75631
6/27/23 0:00,ASHC,Actual Conductivity,36692.13333
6/27/23 0:00,ASHC,Salinity,24.15453667
6/27/23 0:00,ASHC,Resistivity,27.25384667
6/27/23 0:00,ASHC,Total Dissolved Solids,24.41052333
6/27/23 0:00,ASHC,RDO Concentration,5.183705667
6/27/23 0:00,ASHC,RDO Saturation,70.94820833
6/27/23 0:00,ASHC,Oxygen Partial Pressure,98.05947
6/27/23 0:00,ASHC,Chlorophyll-a Fluorescence,0.47920555
6/27/23 0:00,ASHC,pH,7.567931
6/27/23 0:00,ASHC,pH mV,-32.39512333
6/27/23 0:00,ASHC,Temperature,23.79753
6/27/23 1:00,ASHC,Actual Conductivity,36875.47167
6/27/23 1:00,ASHC,Salinity,24.53332667
6/27/23 1:00,ASHC,Resistivity,27.12733167
6/27/23 1:00,ASHC,Total Dissolved Solids,24.76347833
6/27/23 1:00,ASHC,RDO Concentration,5.014970667
6/27/23 1:00,ASHC,RDO Saturation,68.18563
6/27/23 1:00,ASHC,Oxygen Partial Pressure,94.32783833
6/27/23 1:00,ASHC,Chlorophyll-a Fluorescence,0.822334167
6/27/23 1:00,ASHC,pH,7.573105
6/27/23 1:00,ASHC,pH mV,-32.639505
6/27/23 1:00,ASHC,Temperature,23.33278833
6/27/23 2:00,ASHC,Actual Conductivity,37339.26333
6/27/23 2:00,ASHC,Salinity,25.19616667
6/27/23 2:00,ASHC,Resistivity,26.78153167
6/27/23 2:00,ASHC,Total Dissolved Solids,25.37940667
6/27/23 2:00,ASHC,RDO Concentration,6.8900805
6/27/23 2:00,ASHC,RDO Saturation,93.04266333
6/27/23 2:00,ASHC,Oxygen Partial Pressure,128.8436833
6/27/23 2:00,ASHC,Chlorophyll-a Fluorescence,1.726124
6/27/23 2:00,ASHC,pH,7.810977333
6/27/23 2:00,ASHC,pH mV,-46.54447
6/27/23 2:00,ASHC,Temperature,22.71259167
6/27/23 3:00,ASHC,Actual Conductivity,37767.07333
6/27/23 3:00,ASHC,Salinity,25.63860167
6/27/23 3:00,ASHC,Resistivity,26.47814167
6/27/23 3:00,ASHC,Total Dissolved Solids,25.78577167
6/27/23 3:00,ASHC,RDO Concentration,7.661444833
6/27/23 3:00,ASHC,RDO Saturation,103.31125
6/27/23 3:00,ASHC,Oxygen Partial Pressure,143.1172833
6/27/23 3:00,ASHC,Chlorophyll-a Fluorescence,1.823129833
6/27/23 3:00,ASHC,pH,7.9007485
6/27/23 3:00,ASHC,pH mV,-51.77577167
6/27/23 3:00,ASHC,Temperature,22.48803167
6/27/23 4:00,ASHC,Actual Conductivity,37698.34167
6/27/23 4:00,ASHC,Salinity,25.59483667
6/27/23 4:00,ASHC,Resistivity,26.52638167
6/27/23 4:00,ASHC,Total Dissolved Solids,25.74641833
6/27/23 4:00,ASHC,RDO Concentration,7.789117833
6/27/23 4:00,ASHC,RDO Saturation,104.9779333
6/27/23 4:00,ASHC,Oxygen Partial Pressure,145.4297833
6/27/23 4:00,ASHC,Chlorophyll-a Fluorescence,1.706039
6/27/23 4:00,ASHC,pH,7.919821833
6/27/23 4:00,ASHC,pH mV,-52.89197
6/27/23 4:00,ASHC,Temperature,22.47338167
6/27/23 5:00,ASHC,Actual Conductivity,37910.91167
6/27/23 5:00,ASHC,Salinity,25.79706333
6/27/23 5:00,ASHC,Resistivity,26.37769167
6/27/23 5:00,ASHC,Total Dissolved Solids,25.93142333
6/27/23 5:00,ASHC,RDO Concentration,7.728187667
6/27/23 5:00,ASHC,RDO Saturation,104.1353
6/27/23 5:00,ASHC,Oxygen Partial Pressure,144.2810333
6/27/23 5:00,ASHC,Chlorophyll-a Fluorescence,2.006036
6/27/23 5:00,ASHC,pH,7.928091333
6/27/23 5:00,ASHC,pH mV,-53.36324667
6/27/23 5:00,ASHC,Temperature,22.39688333
6/27/23 6:00,ASHC,Actual Conductivity,38074.61
6/27/23 6:00,ASHC,Salinity,26.037115
6/27/23 6:00,ASHC,Resistivity,26.26422833
6/27/23 6:00,ASHC,Total Dissolved Solids,26.15366167
6/27/23 6:00,ASHC,RDO Concentration,7.5874715
6/27/23 6:00,ASHC,RDO Saturation,101.9946
6/27/23 6:00,ASHC,Oxygen Partial Pressure,141.3645
6/27/23 6:00,ASHC,Chlorophyll-a Fluorescence,1.6919955
6/27/23 6:00,ASHC,pH,7.9142935
6/27/23 6:00,ASHC,pH mV,-52.51685667
6/27/23 6:00,ASHC,Temperature,22.18709333
6/27/23 7:00,ASHC,Actual Conductivity,38042.37167
6/27/23 7:00,ASHC,Salinity,25.98995667
6/27/23 7:00,ASHC,Resistivity,26.28650667
6/27/23 7:00,ASHC,Total Dissolved Solids,26.11001333
6/27/23 7:00,ASHC,RDO Concentration,7.27688
6/27/23 7:00,ASHC,RDO Saturation,97.86516
6/27/23 7:00,ASHC,Oxygen Partial Pressure,135.6318333
6/27/23 7:00,ASHC,Chlorophyll-a Fluorescence,1.226149833
6/27/23 7:00,ASHC,pH,7.8762645
6/27/23 7:00,ASHC,pH mV,-50.29519333
6/27/23 7:00,ASHC,Temperature,22.22805833
6/27/23 8:00,ASHC,Actual Conductivity,37978.35
6/27/23 8:00,ASHC,Salinity,25.838345
6/27/23 8:00,ASHC,Resistivity,26.33081333
6/27/23 8:00,ASHC,Total Dissolved Solids,25.96841667
6/27/23 8:00,ASHC,RDO Concentration,6.937074333
6/27/23 8:00,ASHC,RDO Saturation,93.52666167
6/27/23 8:00,ASHC,Oxygen Partial Pressure,129.5789
6/27/23 8:00,ASHC,Chlorophyll-a Fluorescence,0.81374535
6/27/23 8:00,ASHC,pH,7.825004
6/27/23 8:00,ASHC,pH mV,-47.320525
6/27/23 8:00,ASHC,Temperature,22.41436
6/27/23 9:00,ASHC,Actual Conductivity,37830.345
6/27/23 9:00,ASHC,Salinity,25.66162667
6/27/23 9:00,ASHC,Resistivity,26.43383167
6/27/23 9:00,ASHC,Total Dissolved Solids,25.80563333
6/27/23 9:00,ASHC,RDO Concentration,6.497763
6/27/23 9:00,ASHC,RDO Saturation,87.70201833
6/27/23 9:00,ASHC,Oxygen Partial Pressure,121.48455
6/27/23 9:00,ASHC,Chlorophyll-a Fluorescence,0.511185967
6/27/23 9:00,ASHC,pH,7.742918167
6/27/23 9:00,ASHC,pH mV,-42.52354333
6/27/23 9:00,ASHC,Temperature,22.53317333
6/27/23 10:00,ASHC,Actual Conductivity,37508.86667
6/27/23 10:00,ASHC,Salinity,25.323035
6/27/23 10:00,ASHC,Resistivity,26.66120667
6/27/23 10:00,ASHC,Total Dissolved Solids,25.49453333
6/27/23 10:00,ASHC,RDO Concentration,6.2182845
6/27/23 10:00,ASHC,RDO Saturation,84.0377
6/27/23 10:00,ASHC,Oxygen Partial Pressure,116.3733167
6/27/23 10:00,ASHC,Chlorophyll-a Fluorescence,0.39411335
6/27/23 10:00,ASHC,pH,7.679098167
6/27/23 10:00,ASHC,pH mV,-38.802625
6/27/23 10:00,ASHC,Temperature,22.71311
6/27/23 11:00,ASHC,Actual Conductivity,31357.98558
6/27/23 11:00,ASHC,Salinity,20.99373407
6/27/23 11:00,ASHC,Resistivity,8847.736274
6/27/23 11:00,ASHC,Total Dissolved Solids,21.20110807
6/27/23 11:00,ASHC,RDO Concentration,6.677350286
6/27/23 11:00,ASHC,RDO Saturation,87.92652286
6/27/23 11:00,ASHC,Oxygen Partial Pressure,121.6894429
6/27/23 11:00,ASHC,Chlorophyll-a Fluorescence,0.212262506
6/27/23 11:00,ASHC,pH,7.540379
6/27/23 11:00,ASHC,pH mV,-30.686174
6/27/23 11:00,ASHC,Temperature,23.02517714
6/27/23 12:00,ASHC,Actual Conductivity,35901.655
6/27/23 12:00,ASHC,Salinity,23.833275
6/27/23 12:00,ASHC,Resistivity,27.8544
6/27/23 12:00,ASHC,Total Dissolved Solids,24.12611667
6/27/23 12:00,ASHC,RDO Concentration,6.964269667
6/27/23 12:00,ASHC,RDO Saturation,94.27947
6/27/23 12:00,ASHC,Oxygen Partial Pressure,130.4251667
6/27/23 12:00,ASHC,Chlorophyll-a Fluorescence,0.076342765
6/27/23 12:00,ASHC,pH,7.710885833
6/27/23 12:00,ASHC,pH mV,-40.74811833
6/27/23 12:00,ASHC,Temperature,23.285725
6/27/23 13:00,ASHC,Actual Conductivity,36317.91333
6/27/23 13:00,ASHC,Salinity,24.13262
6/27/23 13:00,ASHC,Resistivity,27.55013333
6/27/23 13:00,ASHC,Total Dissolved Solids,24.39796
6/27/23 13:00,ASHC,RDO Concentration,7.6581495
6/27/23 13:00,ASHC,RDO Saturation,103.9169517
6/27/23 13:00,ASHC,Oxygen Partial Pressure,143.7427667
6/27/23 13:00,ASHC,Chlorophyll-a Fluorescence,0.291215865
6/27/23 13:00,ASHC,pH,7.807180833
6/27/23 13:00,ASHC,pH mV,-46.4197
6/27/23 13:00,ASHC,Temperature,23.31301667
6/27/23 14:00,ASHC,Actual Conductivity,37829.93167
6/27/23 14:00,ASHC,Salinity,25.31709833
6/27/23 14:00,ASHC,Resistivity,26.43515833
6/27/23 14:00,ASHC,Total Dissolved Solids,25.47980833
6/27/23 14:00,ASHC,RDO Concentration,8.3596025
6/27/23 14:00,ASHC,RDO Saturation,113.939
6/27/23 14:00,ASHC,Oxygen Partial Pressure,157.64905
6/27/23 14:00,ASHC,Chlorophyll-a Fluorescence,1.146195733
6/27/23 14:00,ASHC,pH,7.936501667
6/27/23 14:00,ASHC,pH mV,-54.00022
6/27/23 14:00,ASHC,Temperature,23.17083667
6/27/23 15:00,ASHC,Actual Conductivity,38610.71
6/27/23 15:00,ASHC,Salinity,25.76779167
6/27/23 15:00,ASHC,Resistivity,25.89991167
6/27/23 15:00,ASHC,Total Dissolved Solids,25.88334167
6/27/23 15:00,ASHC,RDO Concentration,9.748589
6/27/23 15:00,ASHC,RDO Saturation,133.74385
6/27/23 15:00,ASHC,Oxygen Partial Pressure,184.9800333
6/27/23 15:00,ASHC,Chlorophyll-a Fluorescence,1.771066333
6/27/23 15:00,ASHC,pH,8.082708
6/27/23 15:00,ASHC,pH mV,-62.64448
6/27/23 15:00,ASHC,Temperature,23.409255
6/27/23 16:00,ASHC,Actual Conductivity,38861.37833
6/27/23 16:00,ASHC,Salinity,26.00857167
6/27/23 16:00,ASHC,Resistivity,25.73249333
6/27/23 16:00,ASHC,Total Dissolved Solids,26.10314333
6/27/23 16:00,ASHC,RDO Concentration,9.738940333
6/27/23 16:00,ASHC,RDO Saturation,133.5571833
6/27/23 16:00,ASHC,Oxygen Partial Pressure,184.7546167
6/27/23 16:00,ASHC,Chlorophyll-a Fluorescence,1.767532
6/27/23 16:00,ASHC,pH,8.097648167
6/27/23 16:00,ASHC,pH mV,-63.50199333
6/27/23 16:00,ASHC,Temperature,23.30891
6/27/23 17:00,ASHC,Actual Conductivity,38853.14
6/27/23 17:00,ASHC,Salinity,26.11991833
6/27/23 17:00,ASHC,Resistivity,25.73794833
6/27/23 17:00,ASHC,Total Dissolved Solids,26.208195
6/27/23 17:00,ASHC,RDO Concentration,9.746143667
6/27/23 17:00,ASHC,RDO Saturation,133.2319667
6/27/23 17:00,ASHC,Oxygen Partial Pressure,184.37425
6/27/23 17:00,ASHC,Chlorophyll-a Fluorescence,2.091052167
6/27/23 17:00,ASHC,pH,8.110169667
6/27/23 17:00,ASHC,pH mV,-64.19221333
6/27/23 17:00,ASHC,Temperature,23.09489
6/27/23 18:00,ASHC,Actual Conductivity,38821.415
6/27/23 18:00,ASHC,Salinity,26.129325
6/27/23 18:00,ASHC,Resistivity,25.759015
6/27/23 18:00,ASHC,Total Dissolved Solids,26.21798
6/27/23 18:00,ASHC,RDO Concentration,9.662176667
6/27/23 18:00,ASHC,RDO Saturation,131.9495
6/27/23 18:00,ASHC,Oxygen Partial Pressure,182.61855
6/27/23 18:00,ASHC,Chlorophyll-a Fluorescence,2.258266667
6/27/23 18:00,ASHC,pH,8.110931833
6/27/23 18:00,ASHC,pH mV,-64.22400167
6/27/23 18:00,ASHC,Temperature,23.0349
6/27/23 19:00,ASHC,Actual Conductivity,38698.31333
6/27/23 19:00,ASHC,Salinity,26.14324167
6/27/23 19:00,ASHC,Resistivity,25.84092167
6/27/23 19:00,ASHC,Total Dissolved Solids,26.23469
6/27/23 19:00,ASHC,RDO Concentration,9.111218
6/27/23 19:00,ASHC,RDO Saturation,124.00905
6/27/23 19:00,ASHC,Oxygen Partial Pressure,171.6859833
6/27/23 19:00,ASHC,Chlorophyll-a Fluorescence,1.7950265
6/27/23 19:00,ASHC,pH,8.071288833
6/27/23 19:00,ASHC,pH mV,-61.854125
6/27/23 19:00,ASHC,Temperature,22.84309833
6/27/23 20:00,ASHC,Actual Conductivity,38759.60667
6/27/23 20:00,ASHC,Salinity,26.12230333
6/27/23 20:00,ASHC,Resistivity,25.80005333
6/27/23 20:00,ASHC,Total Dissolved Solids,26.21314167
6/27/23 20:00,ASHC,RDO Concentration,8.872565
6/27/23 20:00,ASHC,RDO Saturation,121.00795
6/27/23 20:00,ASHC,Oxygen Partial Pressure,167.49615
6/27/23 20:00,ASHC,Chlorophyll-a Fluorescence,2.329982
6/27/23 20:00,ASHC,pH,8.047439167
6/27/23 20:00,ASHC,pH mV,-60.47805
6/27/23 20:00,ASHC,Temperature,22.96393833
6/27/23 21:00,ASHC,Actual Conductivity,38810.59167
6/27/23 21:00,ASHC,Salinity,26.06166167
6/27/23 21:00,ASHC,Resistivity,25.766165
6/27/23 21:00,ASHC,Total Dissolved Solids,26.154545
6/27/23 21:00,ASHC,RDO Concentration,8.147248167
6/27/23 21:00,ASHC,RDO Saturation,111.4301
6/27/23 21:00,ASHC,Oxygen Partial Pressure,154.1909333
6/27/23 21:00,ASHC,Chlorophyll-a Fluorescence,1.908189333
6/27/23 21:00,ASHC,pH,7.967264333
6/27/23 21:00,ASHC,pH mV,-55.80067667
6/27/23 21:00,ASHC,Temperature,23.14313833
6/27/23 22:00,ASHC,Actual Conductivity,38660.255
6/27/23 22:00,ASHC,Salinity,25.79198833
6/27/23 22:00,ASHC,Resistivity,25.86656667
6/27/23 22:00,ASHC,Total Dissolved Solids,25.90476667
6/27/23 22:00,ASHC,RDO Concentration,7.660567333
6/27/23 22:00,ASHC,RDO Saturation,105.1541833
6/27/23 22:00,ASHC,Oxygen Partial Pressure,145.4321333
6/27/23 22:00,ASHC,Chlorophyll-a Fluorescence,1.546010167
6/27/23 22:00,ASHC,pH,7.903686333
6/27/23 22:00,ASHC,pH mV,-52.11393
6/27/23 22:00,ASHC,Temperature,23.432735
6/27/23 23:00,ASHC,Actual Conductivity,38014.08
6/27/23 23:00,ASHC,Salinity,25.18161833
6/27/23 23:00,ASHC,Resistivity,26.30716667
6/27/23 23:00,ASHC,Total Dissolved Solids,25.34687833
6/27/23 23:00,ASHC,RDO Concentration,6.936543333
6/27/23 23:00,ASHC,RDO Saturation,95.307625
6/27/23 23:00,ASHC,Oxygen Partial Pressure,131.7552
6/27/23 23:00,ASHC,Chlorophyll-a Fluorescence,1.180757867
6/27/23 23:00,ASHC,pH,7.817018333
6/27/23 23:00,ASHC,pH mV,-47.05309833
6/27/23 23:00,ASHC,Temperature,23.68312667
6/28/23 0:00,ASHC,Actual Conductivity,36726.31167
6/28/23 0:00,ASHC,Salinity,24.21240167
6/28/23 0:00,ASHC,Resistivity,27.23039
6/28/23 0:00,ASHC,Total Dissolved Solids,24.464285
6/28/23 0:00,ASHC,RDO Concentration,5.604785
6/28/23 0:00,ASHC,RDO Saturation,76.65240667
6/28/23 0:00,ASHC,Oxygen Partial Pressure,105.956175
6/28/23 0:00,ASHC,Chlorophyll-a Fluorescence,0.7140009
6/28/23 0:00,ASHC,pH,7.651139667
6/28/23 0:00,ASHC,pH mV,-37.28946167
6/28/23 0:00,ASHC,Temperature,23.73289333
6/28/23 1:00,ASHC,Actual Conductivity,36257.10833
6/28/23 1:00,ASHC,Salinity,23.89983167
6/28/23 1:00,ASHC,Resistivity,27.58271
6/28/23 1:00,ASHC,Total Dissolved Solids,24.18004333
6/28/23 1:00,ASHC,RDO Concentration,4.278856
6/28/23 1:00,ASHC,RDO Saturation,58.35978333
6/28/23 1:00,ASHC,Oxygen Partial Pressure,80.67845
6/28/23 1:00,ASHC,Chlorophyll-a Fluorescence,0.45208435
6/28/23 1:00,ASHC,pH,7.503072833
6/28/23 1:00,ASHC,pH mV,-28.56174833
6/28/23 1:00,ASHC,Temperature,23.67270333
6/28/23 2:00,ASHC,Actual Conductivity,36747.41
6/28/23 2:00,ASHC,Salinity,24.43929333
6/28/23 2:00,ASHC,Resistivity,27.24358667
6/28/23 2:00,ASHC,Total Dissolved Solids,24.676135
6/28/23 2:00,ASHC,RDO Concentration,4.5522275
6/28/23 2:00,ASHC,RDO Saturation,61.904005
6/28/23 2:00,ASHC,Oxygen Partial Pressure,85.63812167
6/28/23 2:00,ASHC,Chlorophyll-a Fluorescence,0.6383217
6/28/23 2:00,ASHC,pH,7.541815667
6/28/23 2:00,ASHC,pH mV,-30.79891333
6/28/23 2:00,ASHC,Temperature,23.33493167
6/28/23 3:00,ASHC,Actual Conductivity,37975.53167
6/28/23 3:00,ASHC,Salinity,25.54999333
6/28/23 3:00,ASHC,Resistivity,26.33323167
6/28/23 3:00,ASHC,Total Dissolved Solids,25.69567167
6/28/23 3:00,ASHC,RDO Concentration,5.9045345
6/28/23 3:00,ASHC,RDO Saturation,80.22409167
6/28/23 3:00,ASHC,Oxygen Partial Pressure,111.04915
6/28/23 3:00,ASHC,Chlorophyll-a Fluorescence,1.011631883
6/28/23 3:00,ASHC,pH,7.748817333
6/28/23 3:00,ASHC,pH mV,-42.92845667
6/28/23 3:00,ASHC,Temperature,22.93883167
6/28/23 4:00,ASHC,Actual Conductivity,38097.91667
6/28/23 4:00,ASHC,Salinity,25.71106667
6/28/23 4:00,ASHC,Resistivity,26.24825833
6/28/23 4:00,ASHC,Total Dissolved Solids,25.84436333
6/28/23 4:00,ASHC,RDO Concentration,6.971241
6/28/23 4:00,ASHC,RDO Saturation,94.590815
6/28/23 4:00,ASHC,Oxygen Partial Pressure,130.9649667
6/28/23 4:00,ASHC,Chlorophyll-a Fluorescence,1.239682333
6/28/23 4:00,ASHC,pH,7.873980833
6/28/23 4:00,ASHC,pH mV,-50.260225
6/28/23 4:00,ASHC,Temperature,22.81074833
6/28/23 5:00,ASHC,Actual Conductivity,38213.15667
6/28/23 5:00,ASHC,Salinity,25.87310167
6/28/23 5:00,ASHC,Resistivity,26.16901667
6/28/23 5:00,ASHC,Total Dissolved Solids,25.99409667
6/28/23 5:00,ASHC,RDO Concentration,7.111505167
6/28/23 5:00,ASHC,RDO Saturation,96.34536667
6/28/23 5:00,ASHC,Oxygen Partial Pressure,133.4256167
6/28/23 5:00,ASHC,Chlorophyll-a Fluorescence,1.189433
6/28/23 5:00,ASHC,pH,7.888371667
6/28/23 5:00,ASHC,pH mV,-51.08157667
6/28/23 5:00,ASHC,Temperature,22.67262
6/28/23 6:00,ASHC,Actual Conductivity,38147.44667
6/28/23 6:00,ASHC,Salinity,25.97397667
6/28/23 6:00,ASHC,Resistivity,26.21415167
6/28/23 6:00,ASHC,Total Dissolved Solids,26.09157167
6/28/23 6:00,ASHC,RDO Concentration,6.9722455
6/28/23 6:00,ASHC,RDO Saturation,94.055085
6/28/23 6:00,ASHC,Oxygen Partial Pressure,130.3133
6/28/23 6:00,ASHC,Chlorophyll-a Fluorescence,1.061204933
6/28/23 6:00,ASHC,pH,7.870579667
6/28/23 6:00,ASHC,pH mV,-49.99160833
6/28/23 6:00,ASHC,Temperature,22.40009667
6/28/23 7:00,ASHC,Actual Conductivity,38113.44333
6/28/23 7:00,ASHC,Salinity,26.09585167
6/28/23 7:00,ASHC,Resistivity,26.237465
6/28/23 7:00,ASHC,Total Dissolved Solids,26.20806667
6/28/23 7:00,ASHC,RDO Concentration,6.753908333
6/28/23 7:00,ASHC,RDO Saturation,90.73699833
6/28/23 7:00,ASHC,Oxygen Partial Pressure,125.7719833
6/28/23 7:00,ASHC,Chlorophyll-a Fluorescence,0.72290455
6/28/23 7:00,ASHC,pH,7.84753
6/28/23 7:00,ASHC,pH mV,-48.596065
6/28/23 7:00,ASHC,Temperature,22.13476333
6/28/23 8:00,ASHC,Actual Conductivity,38146.23
6/28/23 8:00,ASHC,Salinity,26.09955333
6/28/23 8:00,ASHC,Resistivity,26.21493
6/28/23 8:00,ASHC,Total Dissolved Solids,26.21051833
6/28/23 8:00,ASHC,RDO Concentration,6.369858333
6/28/23 8:00,ASHC,RDO Saturation,85.63794833
6/28/23 8:00,ASHC,Oxygen Partial Pressure,118.6966333
6/28/23 8:00,ASHC,Chlorophyll-a Fluorescence,0.34545115
6/28/23 8:00,ASHC,pH,7.813800167
6/28/23 8:00,ASHC,pH mV,-46.625535
6/28/23 8:00,ASHC,Temperature,22.172695
