MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
RET2.4,103253,BAY298,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/99,8:55:00,19,2.5,8.5,4,M ,ISM,M1,WTEMP,,17.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,122010,BAY272,TWQM,TRIB,MDDNR,MDDNR,RET2.4,1/5/98,8:35:00,14.7,4.5,10.5,0.5,S ,ISM,M1,WTEMP,,4.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,13,B ,ISM,M1,WTEMP,,8.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,11,BP,ISM,M1,WTEMP,,8.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,9,M ,ISM,M1,WTEMP,,7.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,8,M ,ISM,M1,WTEMP,,7.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,7,M ,ISM,M1,WTEMP,,7.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,6,M ,ISM,M1,WTEMP,,7.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103253,BAY298,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/99,8:55:00,19,2.5,8.5,0.5,S ,ISM,M1,WTEMP,,18.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103253,BAY298,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/10/99,8:55:00,19,2.5,8.5,1,AP,ISM,M1,WTEMP,,18.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,122010,BAY272,TWQM,TRIB,MDDNR,MDDNR,RET2.4,1/5/98,8:35:00,14.7,4.5,10.5,3,AP,ISM,M1,WTEMP,,4.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,122010,BAY272,TWQM,TRIB,MDDNR,MDDNR,RET2.4,1/5/98,8:35:00,14.7,4.5,10.5,2,M ,ISM,M1,WTEMP,,4.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,122010,BAY272,TWQM,TRIB,MDDNR,MDDNR,RET2.4,1/5/98,8:35:00,14.7,4.5,10.5,1,M ,ISM,M1,WTEMP,,4.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,12,M ,ISM,M1,WTEMP,,8.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117660,BAY271,TWQM,TRIB,MDDNR,MDDNR,RET2.4,12/8/97,8:35:00,14,6.5,9.5,10,M ,ISM,M1,WTEMP,,8.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,10,BP,ISM,M1,WTEMP,,19.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,7,M ,ISM,M1,WTEMP,,20.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,6,M ,ISM,M1,WTEMP,,20.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,4,M ,ISM,M1,WTEMP,,20.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,3,M ,ISM,M1,WTEMP,,20.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,14.6,B ,ISM,M1,WTEMP,,19.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,12,M ,ISM,M1,WTEMP,,19.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,11,M ,ISM,M1,WTEMP,,19.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,9,M ,ISM,M1,WTEMP,,20.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,8,M ,ISM,M1,WTEMP,,20.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,128371,BAY249,TWQM,TRIB,MDDNR,MDDNR,RET2.4,10/21/96,8:35:00,15.4,11.5,13.5,0.5,S ,ISM,M1,WTEMP,,15.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,14,M ,ISM,M1,WTEMP,,19.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,103422,BAY299,TWQM,TRIB,MDDNR,MDDNR,RET2.4,5/24/99,8:08:00,19,,,13,M ,ISM,M1,WTEMP,,19.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,5,AP,ISM,M1,WTEMP,,24.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,1,M ,ISM,M1,WTEMP,,24.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,3,M ,ISM,M1,WTEMP,,24.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,2,M ,ISM,M1,WTEMP,,24.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,14,B ,ISM,M1,WTEMP,,24.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,0.5,S ,ISM,M1,WTEMP,,24.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,10,BP,ISM,M1,WTEMP,,24.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,13,M ,ISM,M1,WTEMP,,24.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,12,M ,ISM,M1,WTEMP,,24.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,11,M ,ISM,M1,WTEMP,,24.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,9,M ,ISM,M1,WTEMP,,24.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,13.7,B ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116797,BAY266,TWQM,TRIB,MDDNR,MDDNR,RET2.4,9/8/97,8:35:00,15,,,8,M ,ISM,M1,WTEMP,,24.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,13,M ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,12,M ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,11,M ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,10,M ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,13.3,B ,ISM,M1,WTEMP,,26.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,3,BP,ISM,M1,WTEMP,,25.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,9,M ,ISM,M1,WTEMP,,26,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,8,M ,ISM,M1,WTEMP,,25.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,7,M ,ISM,M1,WTEMP,,25.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,6,M ,ISM,M1,WTEMP,,25.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,5,M ,ISM,M1,WTEMP,,25.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,4,M ,ISM,M1,WTEMP,,25.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,2,M ,ISM,M1,WTEMP,,25.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,1,M ,ISM,M1,WTEMP,,25.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,0.5,S ,ISM,M1,WTEMP,,25.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116638,BAY265,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/25/97,8:25:00,14.7,1.5,1.5,0.5,AP,ISM,M1,WTEMP,,25.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,9,BP,ISM,M1,WTEMP,,26.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,13,M ,ISM,M1,WTEMP,,26.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,12,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,11,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,10,M ,ISM,M1,WTEMP,,26.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,5,AP,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,8,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,7,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,6,M ,ISM,M1,WTEMP,,26.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,4,M ,ISM,M1,WTEMP,,26.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,0.5,S ,ISM,M1,WTEMP,,26.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,3,M ,ISM,M1,WTEMP,,26.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,2,M ,ISM,M1,WTEMP,,26.7,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116451,BAY264,TWQM,TRIB,MDDNR,MDDNR,RET2.4,8/11/97,8:30:00,14.3,,,1,M ,ISM,M1,WTEMP,,26.5,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,14,M ,ISM,M1,WTEMP,,26.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,14.4,B ,ISM,M1,WTEMP,,26.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,13,M ,ISM,M1,WTEMP,,26.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,12,M ,ISM,M1,WTEMP,,26.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,11,M ,ISM,M1,WTEMP,,26.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,9,M ,ISM,M1,WTEMP,,26.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,10,BP,ISM,M1,WTEMP,,26.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,8,M ,ISM,M1,WTEMP,,26.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,7,M ,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,6,M ,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,4,M ,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,5,AP,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,3,M ,ISM,M1,WTEMP,,27,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,2,M ,ISM,M1,WTEMP,,27.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,1,M ,ISM,M1,WTEMP,,27.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116104,BAY262,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/14/97,8:30:00,14.3,2.5,6.5,13,M ,ISM,M1,WTEMP,,25,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116271,BAY263,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/28/97,8:37:00,15.4,,,0.5,S ,ISM,M1,WTEMP,,27.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116104,BAY262,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/14/97,8:30:00,14.3,2.5,6.5,13.3,B ,ISM,M1,WTEMP,,24.8,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116104,BAY262,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/14/97,8:30:00,14.3,2.5,6.5,8,BP,ISM,M1,WTEMP,,25.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116104,BAY262,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/14/97,8:30:00,14.3,2.5,6.5,12,M ,ISM,M1,WTEMP,,25.1,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116104,BAY262,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/14/97,8:30:00,14.3,2.5,6.5,11,M ,ISM,M1,WTEMP,,25.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116104,BAY262,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/14/97,8:30:00,14.3,2.5,6.5,10,M ,ISM,M1,WTEMP,,25.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,116104,BAY262,TWQM,TRIB,MDDNR,MDDNR,RET2.4,7/14/97,8:30:00,14.3,2.5,6.5,9,M ,ISM,M1,WTEMP,,25.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,7,BP,ISM,M1,WTEMP,,10.3,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,1,M ,ISM,M1,WTEMP,,8.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,4,M ,ISM,M1,WTEMP,,9.6,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,2,M ,ISM,M1,WTEMP,,8.9,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,13,M ,ISM,M1,WTEMP,,11.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,12,M ,ISM,M1,WTEMP,,11.4,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,11,M ,ISM,M1,WTEMP,,11.2,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
RET2.4,117460,BAY270,TWQM,TRIB,MDDNR,MDDNR,RET2.4,11/17/97,8:28:00,14.8,4.5,5.5,10,M ,ISM,M1,WTEMP,,11,DEG C,F01 ,,,,,,38.3626,-76.99063,T3
