,Date Time,Site,variable,mean,sd,se
92,6/14/23 18:00,FENC,Total Dissolved Solids,29.17490833,0.014769108,0.006029463
93,6/14/23 18:00,FENC,RDO Concentration,8.322832,0.063904748,0.026089004
94,6/14/23 18:00,FENC,RDO Saturation,106.13425,0.644958479,0.263303196
95,6/14/23 18:00,FENC,Oxygen Partial Pressure,147.01575,0.909935698,0.371479693
96,6/14/23 18:00,FENC,Chlorophyll-a Fluorescence,0.185492567,0.053488075,0.021836415
97,6/14/23 18:00,FENC,pH,7.996570333,0.005759943,0.002351487
98,6/14/23 18:00,FENC,pH mV,-57.183505,0.31363996,0.128042978
99,6/14/23 18:00,FENC,Temperature,18.32465833,0.101921902,0.041609442
100,6/14/23 19:00,FENC,Actual Conductivity,39075.735,68.25417167,27.8646489
101,6/14/23 19:00,FENC,Salinity,29.231335,0.005635526,0.002300694
102,6/14/23 19:00,FENC,Resistivity,25.59139167,0.044695484,0.018246855
103,6/14/23 19:00,FENC,Total Dissolved Solids,29.160475,0.008873587,0.003622627
104,6/14/23 19:00,FENC,RDO Concentration,8.197348167,0.132034786,0.053902976
105,6/14/23 19:00,FENC,RDO Saturation,104.36535,1.50212738,0.613240935
106,6/14/23 19:00,FENC,Oxygen Partial Pressure,144.5806667,2.098541132,0.85672583
107,6/14/23 19:00,FENC,Chlorophyll-a Fluorescence,0.234091617,0.050832963,0.02075247
108,6/14/23 19:00,FENC,pH,7.992897167,0.009191404,0.003752375
109,6/14/23 19:00,FENC,pH mV,-56.95581333,0.513328079,0.209565311
110,6/14/23 19:00,FENC,Temperature,18.24690833,0.09297639,0.037957452
111,6/14/23 20:00,FENC,Actual Conductivity,39140.525,24.53996149,10.01839733
112,6/14/23 20:00,FENC,Salinity,29.21749833,0.003517348,0.001435951
113,6/14/23 20:00,FENC,Resistivity,25.548975,0.016021013,0.006540551
114,6/14/23 20:00,FENC,Total Dissolved Solids,29.14361333,0.003969532,0.001620555
115,6/14/23 20:00,FENC,RDO Concentration,7.994589833,0.043880712,0.017914226
116,6/14/23 20:00,FENC,RDO Saturation,101.9762167,0.573558978,0.234154472
117,6/14/23 20:00,FENC,Oxygen Partial Pressure,141.2514,0.792910247,0.323704253
118,6/14/23 20:00,FENC,Chlorophyll-a Fluorescence,0.43831905,0.146911698,0.05997645
119,6/14/23 20:00,FENC,pH,7.978040167,0.002539034,0.001036556
120,6/14/23 20:00,FENC,pH mV,-56.11658,0.148026974,0.060431759
121,6/14/23 20:00,FENC,Temperature,18.34893,0.032632221,0.013322049
122,6/14/23 21:00,FENC,Actual Conductivity,38969.32,34.0585032,13.90432571
123,6/14/23 21:00,FENC,Salinity,29.21425,0.004587191,0.001872713
124,6/14/23 21:00,FENC,Resistivity,25.66122833,0.022418466,0.0091523
125,6/14/23 21:00,FENC,Total Dissolved Solids,29.14988,0.004517929,0.001844437
126,6/14/23 21:00,FENC,RDO Concentration,7.964000333,0.042884851,0.017507667
127,6/14/23 21:00,FENC,RDO Saturation,101.1781667,0.606108187,0.247442631
128,6/14/23 21:00,FENC,Oxygen Partial Pressure,140.1852167,0.833751808,0.34037775
129,6/14/23 21:00,FENC,Chlorophyll-a Fluorescence,0.56460745,0.154463519,0.063059468
130,6/14/23 21:00,FENC,pH,7.974448333,0.003892926,0.00158928
131,6/14/23 21:00,FENC,pH mV,-55.86862667,0.230872661,0.094253369
132,6/14/23 21:00,FENC,Temperature,18.13923333,0.042153386,0.017209048
133,6/14/23 22:00,FENC,Actual Conductivity,38932.05167,10.98980694,4.486569897
134,6/14/23 22:00,FENC,Salinity,29.21733167,0.005228891,0.002134686
135,6/14/23 22:00,FENC,Resistivity,25.68577833,0.007251393,0.002960369
136,6/14/23 22:00,FENC,Total Dissolved Solids,29.15491833,0.004617217,0.001884971
137,6/14/23 22:00,FENC,RDO Concentration,7.5950255,0.208606264,0.085163151
138,6/14/23 22:00,FENC,RDO Saturation,96.39757,2.656093484,1.084345624
139,6/14/23 22:00,FENC,Oxygen Partial Pressure,133.57065,3.679552825,1.502171151
140,6/14/23 22:00,FENC,Chlorophyll-a Fluorescence,0.368959783,0.2253496,0.091998589
141,6/14/23 22:00,FENC,pH,7.933100167,0.026750666,0.010920914
142,6/14/23 22:00,FENC,pH mV,-53.46933833,1.54679426,0.631476112
143,6/14/23 22:00,FENC,Temperature,18.08786667,0.009781347,0.003993218
144,6/14/23 23:00,FENC,Actual Conductivity,38832.61333,58.75218861,23.98548056
145,6/14/23 23:00,FENC,Salinity,29.19741167,0.019409625,0.007923946
146,6/14/23 23:00,FENC,Resistivity,25.7516,0.038952681,0.015902365
147,6/14/23 23:00,FENC,Total Dissolved Solids,29.14129167,0.015497142,0.006326682
148,6/14/23 23:00,FENC,RDO Concentration,6.664807833,0.30322646,0.123791684
149,6/14/23 23:00,FENC,RDO Saturation,84.43027,3.92411063,1.602011456
150,6/14/23 23:00,FENC,Oxygen Partial Pressure,117.0028833,5.430985021,2.21719035
151,6/14/23 23:00,FENC,Chlorophyll-a Fluorescence,0.600184707,0.920828939,0.37592684
152,6/14/23 23:00,FENC,pH,7.793205833,0.053913935,0.022010272
153,6/14/23 23:00,FENC,pH mV,-45.37065833,3.121693611,1.27442608
154,6/14/23 23:00,FENC,Temperature,17.99297167,0.045665137,0.018642714
155,6/15/23 0:00,FENC,Actual Conductivity,38012.78333,681.0618115,278.0423202
156,6/15/23 0:00,FENC,Salinity,28.47347667,0.642071843,0.262124732
157,6/15/23 0:00,FENC,Resistivity,26.314045,0.47590264,0.194286439
158,6/15/23 0:00,FENC,Total Dissolved Solids,28.487145,0.583561589,0.238238021
159,6/15/23 0:00,FENC,RDO Concentration,5.693123167,0.235465746,0.096128488
160,6/15/23 0:00,FENC,RDO Saturation,71.897435,3.075483848,1.255561023
161,6/15/23 0:00,FENC,Oxygen Partial Pressure,99.62730833,4.276914203,1.746042912
162,6/15/23 0:00,FENC,Chlorophyll-a Fluorescence,0.038839837,0.004051989,0.001654217
163,6/15/23 0:00,FENC,pH,7.571355,0.077856509,0.031784787
164,6/15/23 0:00,FENC,pH mV,-32.55963333,4.485763264,1.831305184
165,6/15/23 0:00,FENC,Temperature,18.05695833,0.118542889,0.048394932
166,6/15/23 1:00,FENC,Actual Conductivity,35278.77167,712.7271669,290.9696475
167,6/15/23 1:00,FENC,Salinity,25.98434167,0.633152377,0.258483376
168,6/15/23 1:00,FENC,Resistivity,28.35520667,0.567395638,0.231638299
169,6/15/23 1:00,FENC,Total Dissolved Solids,26.21776167,0.579469202,0.236567311
170,6/15/23 1:00,FENC,RDO Concentration,5.061230833,0.156340194,0.063825617
171,6/15/23 1:00,FENC,RDO Saturation,63.43465333,2.095958553,0.855671496
172,6/15/23 1:00,FENC,Oxygen Partial Pressure,87.85559167,2.912953972,1.189208479
173,6/15/23 1:00,FENC,Chlorophyll-a Fluorescence,0.040774297,0.002393261,0.000977045
174,6/15/23 1:00,FENC,pH,7.357011333,0.048820009,0.019930685
175,6/15/23 1:00,FENC,pH mV,-20.20160167,2.818328279,1.150577702
176,6/15/23 1:00,FENC,Temperature,18.43843333,0.086466583,0.035299835
177,6/15/23 2:00,FENC,Actual Conductivity,34064.90333,236.5177611,96.55797163
178,6/15/23 2:00,FENC,Salinity,24.99274667,0.165015213,0.067367179
179,6/15/23 2:00,FENC,Resistivity,29.35690667,0.203918094,0.083249213
180,6/15/23 2:00,FENC,Total Dissolved Solids,25.31282667,0.149374939,0.060982064
181,6/15/23 2:00,FENC,RDO Concentration,4.610422667,0.1323411,0.054028028
182,6/15/23 2:00,FENC,RDO Saturation,57.44588,1.757796839,0.717617555
183,6/15/23 2:00,FENC,Oxygen Partial Pressure,79.56055167,2.429395104,0.991796398
184,6/15/23 2:00,FENC,Chlorophyll-a Fluorescence,0.042187865,0.002054397,0.000838704
185,6/15/23 2:00,FENC,pH,7.2495855,0.026221714,0.01070497
186,6/15/23 2:00,FENC,pH mV,-13.98722333,1.519435185,0.620306817
187,6/15/23 2:00,FENC,Temperature,18.441745,0.047797322,0.019513175
188,6/15/23 3:00,FENC,Actual Conductivity,33284.855,287.1865219,117.2434066
189,6/15/23 3:00,FENC,Salinity,24.45248167,0.204610798,0.083532008
190,6/15/23 3:00,FENC,Resistivity,30.04555833,0.259337953,0.105874276
191,6/15/23 3:00,FENC,Total Dissolved Solids,24.82331667,0.186085414,0.075969052
192,6/15/23 3:00,FENC,RDO Concentration,4.239624333,0.114396561,0.0467022
193,6/15/23 3:00,FENC,RDO Saturation,52.48699333,1.531869319,0.625383031
194,6/15/23 3:00,FENC,Oxygen Partial Pressure,72.70891,2.117068157,0.864289456
195,6/15/23 3:00,FENC,Chlorophyll-a Fluorescence,0.045184015,0.001679255,0.000685553
196,6/15/23 3:00,FENC,pH,7.180209167,0.021043059,0.008590793
197,6/15/23 3:00,FENC,pH mV,-9.967486,1.218602163,0.49749225
198,6/15/23 3:00,FENC,Temperature,18.27538,0.051823264,0.021156759
199,6/15/23 4:00,FENC,Actual Conductivity,32265.76333,291.2981804,118.9219842
200,6/15/23 4:00,FENC,Salinity,23.73616167,0.197443293,0.080605887
201,6/15/23 4:00,FENC,Resistivity,30.99470333,0.279270642,0.114011762
202,6/15/23 4:00,FENC,Total Dissolved Solids,24.17129667,0.179547531,0.073299973
203,6/15/23 4:00,FENC,RDO Concentration,3.8388305,0.091889763,0.037513839
204,6/15/23 4:00,FENC,RDO Saturation,47.13503333,1.241868118,0.506990536
205,6/15/23 4:00,FENC,Oxygen Partial Pressure,65.312655,1.714545396,0.699960227
206,6/15/23 4:00,FENC,Chlorophyll-a Fluorescence,0.10500616,0.090743467,0.037045865
207,6/15/23 4:00,FENC,pH,7.120628,0.012694188,0.00518238
208,6/15/23 4:00,FENC,pH mV,-6.517569167,0.735266232,0.300171182
209,6/15/23 4:00,FENC,Temperature,18.07136333,0.07569411,0.030901991
210,6/15/23 5:00,FENC,Actual Conductivity,31425.77,528.9011725,215.9229995
211,6/15/23 5:00,FENC,Salinity,23.16456,0.389749065,0.15911439
212,6/15/23 5:00,FENC,Resistivity,31.82870667,0.548035696,0.223734636
213,6/15/23 5:00,FENC,Total Dissolved Solids,23.65027,0.358580489,0.146389871
214,6/15/23 5:00,FENC,RDO Concentration,3.432972667,0.220942433,0.09019937
215,6/15/23 5:00,FENC,RDO Saturation,41.84341333,2.834005192,1.156977775
216,6/15/23 5:00,FENC,Oxygen Partial Pressure,57.99597833,3.922012261,1.601154801
217,6/15/23 5:00,FENC,Chlorophyll-a Fluorescence,0.129346337,0.154440487,0.063050065
218,6/15/23 5:00,FENC,pH,7.081662167,0.01643978,0.006711512
219,6/15/23 5:00,FENC,pH mV,-4.262924,0.950414336,0.388005028
220,6/15/23 5:00,FENC,Temperature,17.86294,0.084674233,0.034568111
221,6/15/23 6:00,FENC,Actual Conductivity,36573.88833,2762.490637,1127.78208
222,6/15/23 6:00,FENC,Salinity,27.813175,2.375195856,0.969669648
223,6/15/23 6:00,FENC,Resistivity,27.48923667,2.34192502,0.956086886
224,6/15/23 6:00,FENC,Total Dissolved Solids,27.918385,2.173247422,0.887224545
225,6/15/23 6:00,FENC,RDO Concentration,6.744765667,1.81137234,0.739489661
226,6/15/23 6:00,FENC,RDO Saturation,83.72414167,23.03222708,9.402867331
227,6/15/23 6:00,FENC,Oxygen Partial Pressure,116.14212,31.95776962,13.04670482
228,6/15/23 6:00,FENC,Chlorophyll-a Fluorescence,0.144066763,0.089483669,0.036531555
229,6/15/23 6:00,FENC,pH,7.730325667,0.317389992,0.129573922
230,6/15/23 6:00,FENC,pH mV,-41.622718,18.28520002,7.464901648
231,6/15/23 6:00,FENC,Temperature,17.23411833,0.167670171,0.068451061
232,6/15/23 7:00,FENC,Actual Conductivity,38236.28,61.29163075,25.02220347
233,6/15/23 7:00,FENC,Salinity,29.09809167,0.0145359,0.005934256
234,6/15/23 7:00,FENC,Resistivity,26.15323,0.041900438,0.017105782
235,6/15/23 7:00,FENC,Total Dissolved Solids,29.07999333,0.011146129,0.004550388
236,6/15/23 7:00,FENC,RDO Concentration,7.76019,0.008933544,0.003647104
237,6/15/23 7:00,FENC,RDO Saturation,97.110405,0.098509779,0.040216449
238,6/15/23 7:00,FENC,Oxygen Partial Pressure,134.68015,0.131544164,0.05370268
239,6/15/23 7:00,FENC,Chlorophyll-a Fluorescence,0.156963267,0.058739955,0.023980486
240,6/15/23 7:00,FENC,pH,7.921907667,0.001045315,0.000426748
241,6/15/23 7:00,FENC,pH mV,-52.69607,0.06938921,0.028328026
242,6/15/23 7:00,FENC,Temperature,17.3907,0.06009658,0.024534326
243,6/15/23 8:00,FENC,Actual Conductivity,38412.69833,50.77388755,20.72835279
244,6/15/23 8:00,FENC,Salinity,29.13755833,0.012670199,0.005172587
245,6/15/23 8:00,FENC,Resistivity,26.033095,0.034424399,0.014053702
246,6/15/23 8:00,FENC,Total Dissolved Solids,29.10770833,0.009382823,0.003830522
247,6/15/23 8:00,FENC,RDO Concentration,7.774213167,0.013760582,0.005617734
248,6/15/23 8:00,FENC,RDO Saturation,97.61775667,0.260503971,0.106350301
249,6/15/23 8:00,FENC,Oxygen Partial Pressure,135.35545,0.353578539,0.144347834
250,6/15/23 8:00,FENC,Chlorophyll-a Fluorescence,0.158957917,0.053342309,0.021776907
251,6/15/23 8:00,FENC,pH,7.927702833,0.003462235,0.001413451
252,6/15/23 8:00,FENC,pH mV,-53.060055,0.207377111,0.084661351
253,6/15/23 8:00,FENC,Temperature,17.55435667,0.04586544,0.018724487
254,6/15/23 9:00,FENC,Actual Conductivity,38508.72,61.13274573,24.95733893
255,6/15/23 9:00,FENC,Salinity,29.15372333,0.003342321,0.001364497
256,6/15/23 9:00,FENC,Resistivity,25.96819833,0.041233274,0.016833414
257,6/15/23 9:00,FENC,Total Dissolved Solids,29.11771,0.00411489,0.001679897
258,6/15/23 9:00,FENC,RDO Concentration,7.733834167,0.018380555,0.00750383
259,6/15/23 9:00,FENC,RDO Saturation,97.30146,0.141425108,0.057736558
260,6/15/23 9:00,FENC,Oxygen Partial Pressure,134.9000833,0.200833408,0.081989895
261,6/15/23 9:00,FENC,Chlorophyll-a Fluorescence,0.257804617,0.094945796,0.038761459
262,6/15/23 9:00,FENC,pH,7.9290775,0.001784399,0.000728478
263,6/15/23 9:00,FENC,pH mV,-53.15701,0.093605198,0.038214162
264,6/15/23 9:00,FENC,Temperature,17.65117333,0.075759758,0.030928792
265,6/15/23 10:00,FENC,Actual Conductivity,38689.305,88.97610078,36.32434104
266,6/15/23 10:00,FENC,Salinity,29.17370333,0.005456774,0.002227719
267,6/15/23 10:00,FENC,Resistivity,25.84705,0.059392426,0.024246856
268,6/15/23 10:00,FENC,Total Dissolved Solids,29.126575,0.004787065,0.001954311
269,6/15/23 10:00,FENC,RDO Concentration,7.711099833,0.030987922,0.012650766
270,6/15/23 10:00,FENC,RDO Saturation,97.39691667,0.516171093,0.210725966
271,6/15/23 10:00,FENC,Oxygen Partial Pressure,134.99775,0.701394995,0.286343308
272,6/15/23 10:00,FENC,Chlorophyll-a Fluorescence,0.479110767,0.124121091,0.050672223
273,6/15/23 10:00,FENC,pH,7.926319667,0.003890091,0.001588123
274,6/15/23 10:00,FENC,pH mV,-53.03382833,0.224004467,0.091449441
275,6/15/23 10:00,FENC,Temperature,17.84847,0.107398231,0.043845144
276,6/15/23 11:00,FENC,Actual Conductivity,39262.10167,285.1373468,116.4068344
277,6/15/23 11:00,FENC,Salinity,29.20580667,0.021722593,0.008868212
278,6/15/23 11:00,FENC,Resistivity,25.47097333,0.184914416,0.075490994
279,6/15/23 11:00,FENC,Total Dissolved Solids,29.12605833,0.007311961,0.002985096
280,6/15/23 11:00,FENC,RDO Concentration,7.7587715,0.034089347,0.013916918
281,6/15/23 11:00,FENC,RDO Saturation,99.28333167,1.017542986,0.415410184
282,6/15/23 11:00,FENC,Oxygen Partial Pressure,137.489,1.350064517,0.551161531
283,6/15/23 11:00,FENC,Chlorophyll-a Fluorescence,0.121098488,0.122663114,0.050077006
284,6/15/23 11:00,FENC,pH,7.908827167,0.01195435,0.004880343
285,6/15/23 11:00,FENC,pH mV,-52.14293833,0.633855421,0.258770392
286,6/15/23 11:00,FENC,Temperature,18.51848,0.32533975,0.132819397
287,6/15/23 12:00,FENC,Actual Conductivity,39812.62167,137.572248,56.16363506
288,6/15/23 12:00,FENC,Salinity,29.03815333,0.211968354,0.086535718
289,6/15/23 12:00,FENC,Resistivity,25.11791167,0.086917967,0.035484111
290,6/15/23 12:00,FENC,Total Dissolved Solids,28.93773333,0.198182467,0.080907653
291,6/15/23 12:00,FENC,RDO Concentration,7.8187475,0.053289264,0.021755251
292,6/15/23 12:00,FENC,RDO Saturation,101.7504667,0.517578426,0.211300507
293,6/15/23 12:00,FENC,Oxygen Partial Pressure,140.72055,0.734659904,0.29992365
294,6/15/23 12:00,FENC,Chlorophyll-a Fluorescence,0.036110443,0.001190739,0.000486117
295,6/15/23 12:00,FENC,pH,7.856498667,0.027064362,0.01104898
296,6/15/23 12:00,FENC,pH mV,-49.27357167,1.530862231,0.624971889
297,6/15/23 12:00,FENC,Temperature,19.46576833,0.254996296,0.104101802
298,6/15/23 13:00,FENC,Actual Conductivity,37982.33,1061.931173,433.5315862
299,6/15/23 13:00,FENC,Salinity,27.21419167,0.935195061,0.381791785
300,6/15/23 13:00,FENC,Resistivity,26.34529,0.74084955,0.302450562
301,6/15/23 13:00,FENC,Total Dissolved Solids,27.27632833,0.849363767,0.346751306
302,6/15/23 13:00,FENC,RDO Concentration,7.371327667,0.222154997,0.090694398
303,6/15/23 13:00,FENC,RDO Saturation,95.92418667,3.147252778,1.284860566
304,6/15/23 13:00,FENC,Oxygen Partial Pressure,132.5537333,4.378669612,1.787584384
305,6/15/23 13:00,FENC,Chlorophyll-a Fluorescence,0.03247791,0.002364929,0.000965478
306,6/15/23 13:00,FENC,pH,7.683732333,0.082546491,0.033699464
307,6/15/23 13:00,FENC,pH mV,-39.318005,4.781845793,1.95218037
308,6/15/23 13:00,FENC,Temperature,20.03671,0.153208704,0.062547191
309,6/15/23 14:00,FENC,Actual Conductivity,34781.81,788.2288756,321.793091
310,6/15/23 14:00,FENC,Salinity,24.33884833,0.769917478,0.314317494
311,6/15/23 14:00,FENC,Resistivity,28.762915,0.649077581,0.264984813
312,6/15/23 14:00,FENC,Total Dissolved Solids,24.645095,0.71219328,0.290751689
313,6/15/23 14:00,FENC,RDO Concentration,6.930069333,0.028836766,0.01177256
314,6/15/23 14:00,FENC,RDO Saturation,89.72914,0.453935311,0.185318315
315,6/15/23 14:00,FENC,Oxygen Partial Pressure,123.8721333,0.602742541,0.246068612
316,6/15/23 14:00,FENC,Chlorophyll-a Fluorescence,0.030284975,0.001780572,0.000726916
317,6/15/23 14:00,FENC,pH,7.459904167,0.043969548,0.017950493
318,6/15/23 14:00,FENC,pH mV,-26.35439167,2.536519965,1.035529939
319,6/15/23 14:00,FENC,Temperature,20.679985,0.301965042,0.123276712
320,6/15/23 15:00,FENC,Actual Conductivity,33335.32333,187.6203979,76.5957067
321,6/15/23 15:00,FENC,Salinity,22.80260667,0.218499632,0.089202101
322,6/15/23 15:00,FENC,Resistivity,29.999005,0.169334141,0.069130373
323,6/15/23 15:00,FENC,Total Dissolved Solids,23.215325,0.204909628,0.083654005
324,6/15/23 15:00,FENC,RDO Concentration,7.054969833,0.03637476,0.014849934
325,6/15/23 15:00,FENC,RDO Saturation,91.93282167,0.657399395,0.268382179
326,6/15/23 15:00,FENC,Oxygen Partial Pressure,126.74945,0.871911038,0.355956191
327,6/15/23 15:00,FENC,Chlorophyll-a Fluorescence,0.030514223,0.001362834,0.000556375
328,6/15/23 15:00,FENC,pH,7.388272833,0.006286395,0.00256641
329,6/15/23 15:00,FENC,pH mV,-22.242865,0.356205044,0.1454201
330,6/15/23 15:00,FENC,Temperature,21.51151833,0.172000989,0.07021911
331,6/15/23 16:00,FENC,Actual Conductivity,33064.32833,264.8493823,108.1243075
332,6/15/23 16:00,FENC,Salinity,22.37985167,0.173035146,0.070641302
333,6/15/23 16:00,FENC,Resistivity,30.24571167,0.244869604,0.099967597
334,6/15/23 16:00,FENC,Total Dissolved Solids,22.81604,0.159125332,0.064962645
335,6/15/23 16:00,FENC,RDO Concentration,7.1686895,0.0750251,0.030628869
