plate_extraction_key,PlateDate_Key,PlateDate_Label,Well,mg_tissue,Vial_Label_Check,plate_extract_notes,Username,PlateRow,PlateCol,Extraction_plan_Key,Extraction_plan_Label
67abed9d,3f31d197,CviMVP_PlDNA_1_20230315,H9,21,CviMVP_10452,,nicole.mongillo28@gmail.com,H,9,ewmn4f8q,H9_CviMVP_PlDNA_1__SG_1104__589c9460
7f75b37e,3f31d197,CviMVP_PlDNA_1_20230315,A10,19,CviMVP_10500,,nicole.mongillo28@gmail.com,A,10,0pb0qra1,A10_CviMVP_PlDNA_1__SG_1127__5d911985
158f1a71,3f31d197,CviMVP_PlDNA_1_20230315,B10,18,CviMVP_10483,,nicole.mongillo28@gmail.com,B,10,pd10ialu,B10_CviMVP_PlDNA_1__SG_1119__34ade408
05be6241,3f31d197,CviMVP_PlDNA_1_20230315,C10,20,CviMVP_11225,,nicole.mongillo28@gmail.com,C,10,54r8kmj4,C10_CviMVP_PlDNA_1__SG_1386__3505dd4f
ba8d7fe4,3f31d197,CviMVP_PlDNA_1_20230315,D10,22,CviMVP_11463,,nicole.mongillo28@gmail.com,D,10,uls849xe,D10_CviMVP_PlDNA_1__SG_1471__c9f8e6c3
2e040d0a,3f31d197,CviMVP_PlDNA_1_20230315,E10,22,CviMVP_12655,,nicole.mongillo28@gmail.com,E,10,y2nv42xs,E10_CviMVP_PlDNA_1__SG_1877__f2d87033
7d0cdf41,3f31d197,CviMVP_PlDNA_1_20230315,F10,18,CviMVP_11879,,nicole.mongillo28@gmail.com,F,10,e5ilizfb,F10_CviMVP_PlDNA_1__SG_1613__b2783401
5811b647,3f31d197,CviMVP_PlDNA_1_20230315,G10,20,CviMVP_10475,,nicole.mongillo28@gmail.com,G,10,dqwj7nz8,G10_CviMVP_PlDNA_1__SG_1115__167ef2dd
752ead87,3f31d197,CviMVP_PlDNA_1_20230315,H10,18,CviMVP_11361,,nicole.mongillo28@gmail.com,H,10,gsbmcqqw,H10_CviMVP_PlDNA_1__SG_1436__277e755d
27768bce,3f31d197,CviMVP_PlDNA_1_20230315,A11,22,CviMVP_12285,,nicole.mongillo28@gmail.com,A,11,c11v0p8f,A11_CviMVP_PlDNA_1__SG-sharedLotterhosPuritz_1751__bc382cb1
fd9f5696,3f31d197,CviMVP_PlDNA_1_20230315,B11,19,CviMVP_11349,,nicole.mongillo28@gmail.com,B,11,p29v0c9c,B11_CviMVP_PlDNA_1__SG_1431__c83e8d48
376a6b3b,3f31d197,CviMVP_PlDNA_1_20230315,C11,19,CviMVP_11791,,nicole.mongillo28@gmail.com,C,11,nfqceh11,C11_CviMVP_PlDNA_1__SG_1583__4093d9eb
11fac3be,3f31d197,CviMVP_PlDNA_1_20230315,D11,21,CviMVP_10769,,nicole.mongillo28@gmail.com,D,11,zncydrfw,D11_CviMVP_PlDNA_1__SG_1229__59b34b24
632a445f,3f31d197,CviMVP_PlDNA_1_20230315,E11,22,CviMVP_11490,,nicole.mongillo28@gmail.com,E,11,rw0jntr6,E11_CviMVP_PlDNA_1__SG_1480__8a36a1ff
119d6abf,3f31d197,CviMVP_PlDNA_1_20230315,F11,19,CviMVP_11861,,nicole.mongillo28@gmail.com,F,11,zhd0sv8r,F11_CviMVP_PlDNA_1__SG_1607__b581eaa9
de7b8425,3f31d197,CviMVP_PlDNA_1_20230315,G11,18,CviMVP_12628,,nicole.mongillo28@gmail.com,G,11,cizq3t6z,G11_CviMVP_PlDNA_1__SG_1868__dfac88e0
16deaf2c,3f31d197,CviMVP_PlDNA_1_20230315,H11,21,CviMVP_12354,,nicole.mongillo28@gmail.com,H,11,rj927l5b,H11_CviMVP_PlDNA_1__SG-sharedLotterhosPuritz_1774__28c4bb0c
70108b61,3f31d197,CviMVP_PlDNA_1_20230315,A12,20,CviMVP_10851,,nicole.mongillo28@gmail.com,A,12,qpsl5j4c,A12_CviMVP_PlDNA_1__SG_1258__b240dd80
23f1ca92,3f31d197,CviMVP_PlDNA_1_20230315,B12,21,CviMVP_11765,,nicole.mongillo28@gmail.com,B,12,jz3iqsas,B12_CviMVP_PlDNA_1__SG_1573__b976a26c
71e430b7,3f31d197,CviMVP_PlDNA_1_20230315,C12,20,CviMVP_11870,,nicole.mongillo28@gmail.com,C,12,66ifjoz2,C12_CviMVP_PlDNA_1__SG_1610__aa188751
91d8d3a4,3f31d197,CviMVP_PlDNA_1_20230315,D12,21,CviMVP_12695,,nicole.mongillo28@gmail.com,D,12,xszi8ech,D12_CviMVP_PlDNA_1__SG_1891__20df4068
41a856b3,3f31d197,CviMVP_PlDNA_1_20230315,E12,21,CviMVP_12704,,nicole.mongillo28@gmail.com,E,12,2meafth2,E12_CviMVP_PlDNA_1__SG_1894__fdb855b9
115b22f0,3f31d197,CviMVP_PlDNA_1_20230315,F12,20,CviMVP_12675,,nicole.mongillo28@gmail.com,F,12,2hi5uohg,F12_CviMVP_PlDNA_1__SG_1884__2e4c4b0b
63a61c3f,3f31d197,CviMVP_PlDNA_1_20230315,G12,20,CviMVP_11426,,nicole.mongillo28@gmail.com,G,12,967mkvn6,G12_CviMVP_PlDNA_1__SG_1458__f3ca3ad9
abba516d,3f31d197,CviMVP_PlDNA_1_20230315,H12,20,CviMVP_11216,,nicole.mongillo28@gmail.com,H,12,19v5awjj,H12_CviMVP_PlDNA_1__SG_1383__ef032876
35584105,4979595e,CviMVP_PlDNA_1_20230403_B7,B7,19,CviMVP_11454,Re-extraction of sample B7,nicole.mongillo28@gmail.com,B,7,lp88sdlg,B7_CviMVP_PlDNA_1__SG_1468__2e2613cd
140241b7,f4c0feb5,CviMVP_PlDNA_2_20230405,A1,21,CviMVP_11328,,nicole.mongillo28@gmail.com,A,1,pra15877,A1_CviMVP_PlDNA_2__SG_1424__28f79e03
2732cafc,f4c0feb5,CviMVP_PlDNA_2_20230405,B1,22,CviMVP_12756,,nicole.mongillo28@gmail.com,B,1,3ohde5q6,B1_CviMVP_PlDNA_2__SG_1912__e0a59721
f4a980e3,f4c0feb5,CviMVP_PlDNA_2_20230405,C1,22,CviMVP_10295,,nicole.mongillo28@gmail.com,C,1,a486yyu7,C1_CviMVP_PlDNA_2__SG_1048__9831ca6e
7ca81b93,f4c0feb5,CviMVP_PlDNA_2_20230405,D1,20,CviMVP_10730,,nicole.mongillo28@gmail.com,D,1,4rf1bu86,D1_CviMVP_PlDNA_2__SG_1215__3fb7a765
9d78c84d,f4c0feb5,CviMVP_PlDNA_2_20230405,E1,18,CviMVP_11927,,nicole.mongillo28@gmail.com,E,1,xwwioz6f,E1_CviMVP_PlDNA_2__SG_1629__d7b6cad8
e38b4de8,f4c0feb5,CviMVP_PlDNA_2_20230405,F1,20,CviMVP_10088,,nicole.mongillo28@gmail.com,F,1,bb49gmhe,F1_CviMVP_PlDNA_2__SG_1033__a3c23635
efdfb943,f4c0feb5,CviMVP_PlDNA_2_20230405,G1,20,CviMVP_10298,,nicole.mongillo28@gmail.com,G,1,qf7qlx4j,G1_CviMVP_PlDNA_2__SG_1049__2c29990f
719b5ba9,f4c0feb5,CviMVP_PlDNA_2_20230405,H1,21,CviMVP_11786,,nicole.mongillo28@gmail.com,H,1,nn55giwj,H1_CviMVP_PlDNA_2__SG_1581__5b837c25
6aee2080,f4c0feb5,CviMVP_PlDNA_2_20230405,A2,20,CviMVP_12099,,nicole.mongillo28@gmail.com,A,2,7bpb924a,A2_CviMVP_PlDNA_2__SG_1687__c7405305
0025ce8c,f4c0feb5,CviMVP_PlDNA_2_20230405,B2,19,CviMVP_10908,,nicole.mongillo28@gmail.com,B,2,ts0yfs7s,B2_CviMVP_PlDNA_2__SG_1278__2ae45535
e25efb6b,f4c0feb5,CviMVP_PlDNA_2_20230405,C2,18,CviMVP_11071,,nicole.mongillo28@gmail.com,C,2,cq6plshb,C2_CviMVP_PlDNA_2__SG_1334__394cabff
f0e35cfd,f4c0feb5,CviMVP_PlDNA_2_20230405,D2,20,CviMVP_10741,,nicole.mongillo28@gmail.com,D,2,km3b7h87,D2_CviMVP_PlDNA_2__SG_1219__418ed3df
e0409d66,f4c0feb5,CviMVP_PlDNA_2_20230405,E2,20,CviMVP_12043,,nicole.mongillo28@gmail.com,E,2,rvbeoosi,E2_CviMVP_PlDNA_2__SG_1668__3ce5bf46
11f69f92,f4c0feb5,CviMVP_PlDNA_2_20230405,F2,18,CviMVP_12031,,nicole.mongillo28@gmail.com,F,2,sm4je1k9,F2_CviMVP_PlDNA_2__SG_1664__a2a4720a
10444cd4,f4c0feb5,CviMVP_PlDNA_2_20230405,G2,18,CviMVP_12061,,nicole.mongillo28@gmail.com,G,2,t0srpcj9,G2_CviMVP_PlDNA_2__SG_1674__8114fa71
12c98f8b,f4c0feb5,CviMVP_PlDNA_2_20230405,H2,22,CviMVP_12124,,nicole.mongillo28@gmail.com,H,2,q7m4zcl5,H2_CviMVP_PlDNA_2__SG_1696__9e0ab92a
eab3c673,f4c0feb5,CviMVP_PlDNA_2_20230405,A3,19,CviMVP_11683,,nicole.mongillo28@gmail.com,A,3,wravpn0w,A3_CviMVP_PlDNA_2__SG_1545__7e6a5964
d2de4fdd,f4c0feb5,CviMVP_PlDNA_2_20230405,B3,19,CviMVP_12500,,nicole.mongillo28@gmail.com,B,3,28jrgy8e,B3_CviMVP_PlDNA_2__SG_1823__b35e54f9
f28436fb,f4c0feb5,CviMVP_PlDNA_2_20230405,C3,19,CviMVP_30051,,nicole.mongillo28@gmail.com,C,3,4jwbh113,C3_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3017__c060f9a6
663ccde5,f4c0feb5,CviMVP_PlDNA_2_20230405,D3,20,CviMVP_11606,,nicole.mongillo28@gmail.com,D,3,eyajlsb0,D3_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_1519__a6d73b27
7bd3bf74,f4c0feb5,CviMVP_PlDNA_2_20230405,E3,19,CviMVP_12366,,nicole.mongillo28@gmail.com,E,3,06r5a3s7,E3_CviMVP_PlDNA_2__SG_1778__9d581faa
2a833095,f4c0feb5,CviMVP_PlDNA_2_20230405,F3,19,CviMVP_30000,,nicole.mongillo28@gmail.com,F,3,0005lzx6,F3_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3000__2720f423
1518a831,f4c0feb5,CviMVP_PlDNA_2_20230405,G3,20,CviMVP_30084,,nicole.mongillo28@gmail.com,G,3,n01bz4wy,G3_CviMVP_PlDNA_2__SG-sharedLotterhosPuritz_3028__9450ca97
43c02838,f4c0feb5,CviMVP_PlDNA_2_20230405,H3,18,CviMVP_10876,,nicole.mongillo28@gmail.com,H,3,vrs9ikhl,H3_CviMVP_PlDNA_2__SG_1267__5f184024
37b956b5,f4c0feb5,CviMVP_PlDNA_2_20230405,A4,22,CviMVP_10420,,nicole.mongillo28@gmail.com,A,4,no26h0mc,A4_CviMVP_PlDNA_2__SG_1085__b7bb9f04
094965ff,f4c0feb5,CviMVP_PlDNA_2_20230405,B4,22,CviMVP_12503,,nicole.mongillo28@gmail.com,B,4,h9orbf3t,B4_CviMVP_PlDNA_2__SG_1824__dd7f9914
4e48beda,f4c0feb5,CviMVP_PlDNA_2_20230405,C4,21,CviMVP_12467,,nicole.mongillo28@gmail.com,C,4,14j8jjer,C4_CviMVP_PlDNA_2__SG_1812__a1aacc78
4d9c8017,f4c0feb5,CviMVP_PlDNA_2_20230405,D4,20,CviMVP_11163,,nicole.mongillo28@gmail.com,D,4,yed21il0,D4_CviMVP_PlDNA_2__SG_1365__862540eb
a41e5ad8,f4c0feb5,CviMVP_PlDNA_2_20230405,E4,21,CviMVP_10635,,nicole.mongillo28@gmail.com,E,4,kaw0gkq5,E4_CviMVP_PlDNA_2__SG_1182__badaacbd
1593acc4,f4c0feb5,CviMVP_PlDNA_2_20230405,F4,19,CviMVP_10646,,nicole.mongillo28@gmail.com,F,4,o1u97w5m,F4_CviMVP_PlDNA_2__SG_1186__8c0d3239
2285ea78,f4c0feb5,CviMVP_PlDNA_2_20230405,G4,18,CviMVP_10641,,nicole.mongillo28@gmail.com,G,4,nonkn54l,G4_CviMVP_PlDNA_2__SG_1184__7c2aa22d
187a005f,f4c0feb5,CviMVP_PlDNA_2_20230405,H4,18,CviMVP_10981,,nicole.mongillo28@gmail.com,H,4,wohzsoqw,H4_CviMVP_PlDNA_2__SG_1303__bb38f6e1
934594ae,f4c0feb5,CviMVP_PlDNA_2_20230405,A5,21,CviMVP_10300,,nicole.mongillo28@gmail.com,A,5,2yathke9,A5_CviMVP_PlDNA_2__SG_1050__f357cf40
650c879e,f4c0feb5,CviMVP_PlDNA_2_20230405,B5,20,CviMVP_11285,,nicole.mongillo28@gmail.com,B,5,ossbiq5z,B5_CviMVP_PlDNA_2__SG_1409__e556ee36
